gearbox	title	refcode	description	model	year	run	phone	wheel_drive	price
Automatic	JAGUAR XKR Supercharger	DIY1160350	Stunningly pretty classic, in showroom condition, face-lift improved model, unmarked inside and o...	Supercharger	2000 	87,600		RHD	6,950
Automatic	MERCEDES-BENZ SL-CLASS 560SL	DIY1188761	Unfinished project, LHD, hard & soft tops, tan leather, undergone extensive restoration at consid...	560SL	1986 	220,000		LHD	9,000
N/A	BMW 2002	TA1190710	Odometer Reading: TBC MoT Expiry: N/A *Superb bare-shell restoration *'M44' engine fitted *'Round...		1972 	0		RHD	Auction
N/A	MERCEDES-BENZ 230	TA1190708	Odometer Reading: 94,088 MoT Expiry: 24/03/2020 *Decent Service history *Prepared for rallying *S...		1968 	0		LHD	Auction
N/A	FORD RS200	TA1190707	Odometer Reading: One mile since restoration MoT Expiry: 28/1/2020 *Complete nut and bolt restora...		1977 	0		RHD	Auction
N/A	PORSCHE 911	TA1190706	Odometer Reading: 166,000 MoT Expiry: May 2020 *Single ownership since 1987 *Re-trimmed Seats *Go...		1976 	0		RHD	Auction
N/A	MG A 1600	TA1190705	Odometer Reading: 49,984 MoT Expiry: 17/3/2021 *Left-hand drive *Extensive high-quality restorati...	1600	1961 	0		LHD	Auction
N/A	JENSEN INTERCEPTOR	TA1190704	Odometer Reading: TBC MoT Expiry: N/A *Very well presented *Driving well *Many upgrades Quite how...		1969 	0		RHD	Auction
N/A	JAGUAR E-TYPE S2 ROADSTER	TA1190703	Odometer Reading: 47,300 MoT Expiry: Exempt *Three owners from new *New clutch, brakes and suspen...	S2 ROADSTER	1969 	0		LHD	Auction
N/A	JAGUAR MARK 2 3.4	TA1190702	Odometer Reading: 40,009 MoT Expiry: 17/04/2020 *Features mechanical upgrades *Engine re-built in...	3.4	1964 	0		RHD	Auction
N/A	DAIMLER DART SP2	TA1190701	Mileage: TBC MoT: Exempt *Single ownership since 2003 *Good History File *A restored and well mai...	SP2	1960 	0		RHD	Auction
N/A	JAGUAR XK150	TA1190700	Odometer Reading: 2,800 MoT Expiry: Exempt *Formerly the property of author James Leasor *Further...		1959 	0		LHD	Auction
N/A	MG MIDGET 1275CC	TA1190699	Odometer Reading: 97,200 MoT Expiry: 03/02/2021 *Low running costs *Plenty of history *Much recen...	1275CC	1972 	0		RHD	Auction
N/A	SUNBEAM RAPIER	TA1190697	Odometer Reading: TBC MoT Expiry: 19/9/2020 *Rally car with notable success *Recently restored *C...		1959 	0		RHD	Auction
N/A	ROVER 75	TA1190696	Odometer Reading: TBC MoT Expiry: Exempt *Refined six-cylinder motoring *Good colour combination ...		1956 	0		RHD	Auction
N/A	DAIMLER CONQUEST	TA1190695	Odometer Reading: TBC MoT Exipiry: Exempt *Offered without reserve *Seldom seen at auction *Good ...		1957 	0		RHD	Auction
N/A	JAGUAR MARK VIII	TA1190694	Odometer Reading: TBC MoT Expiry: Exempt *Pleasing colour/interior combination *Generally good or...		1957 	0		RHD	Auction
N/A	LAND ROVER SERIES I	TA1190693	Mileage: TBC MoT: TBC *Running well *Good mellowed condition *Some history Still in use throughou...		1951 	0		RHD	Auction
N/A	LAND ROVER SERIES I 88	TA1190692	Odometer Reading: 0 MoT Expiry: N/A *Restored in 2014 and fewer than 500 miles since *Very good m...	88	1957 	0		RHD	Auction
N/A	ROLLS-ROYCE SILVER CLOUD	TA1190691	Odometer Reading: 35,229 MoT Expiry: N/A *Stored for c.30 years *Good colour combination *A worth...		1957 	0		RHD	Auction
Manual	FIAT 595 REPLICA 500 R	DIY1172839	Tribute, recreation, originally a 1973 Fiat 500 595R, bundle of fun, ready to drive, I've maintai...	500 R	1973 	7,297		LHD	14,950
Automatic	PORSCHE 928 GTS	DIY1171760	An OCD restoration, i bought this car in 1998, 4 years old, two previous owners, used it as my ev...	GTS	1994 	94,225		RHD	49,500
N/A	FORD MODEL 68 PHAETON V8 TOURER	TA1190685	Odometer: 22000 MOT: Exempt *Wonderful Example *Great History *Mechanically Sound Elegance and sp...	PHAETON V8 TOURER	1936 	0		RHD	Auction
N/A	RENAULT 15 CV	TA1190684	Odometer Reading: 6401 MoT Expiry: Exempt *Little seen in UK *A fine example of the bigger Renaul...	CV	1929 	0		RHD	Auction
N/A	MORRIS COWLEY	TA1190683	Odometer Reading: TBC MoT Expiry: Exempt *Father and daughter ownership since 1968 *Last on the r...		1922 	0		RHD	Auction
N/A	TOYOTA FJ 43	TA1189863	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Palm Beach event, 20 - 21 March 2020. Ch...	43	1982 	0		LHD	Auction
N/A	CHEVROLET DELUXE SEDAN	TA1189770	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 7 - 9 May 2020. Che...	SEDAN	1941 	0		LHD	Auction
N/A	CHEVROLET 210 WAGON	TA1189769	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 7 - 9 May 2020. Che...	WAGON	1966 	0		LHD	Auction
N/A	FORD ROADSTER STREET ROD	TA1189158	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 7 - 9 May 2020. Che...	STREET ROD	1932 	0		RHD	Auction
N/A	ROLLS-ROYCE SILVER SPUR	TA1188838	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 7 - 9 May 2020. Che...		1990 	0		RHD	Auction
N/A	DODGE DART GT	TA1188837	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 7 - 9 May 2020. Che...	GT	1965 	0		LHD	Auction
N/A	PLYMOUTH VALIANT CUSTOM	TA1188836	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 7 - 9 May 2020. Che...	CUSTOM	1964 	0		LHD	Auction
N/A	FORD CUSTOM	TA1188834	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 7 - 9 May 2020. Che...		1940 	0		LHD	Auction
N/A	FORD ROADSTER HOT ROD	TA1188833	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 7 - 9 May 2020. Che...	HOT ROD	1929 	0		LHD	Auction
N/A	KURTIS KRAFT 500E	TA1188832	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 7 - 9 May 2020. Che...	500E	1956 	0		RHD	Auction
N/A	LOTUS 20	TA1188830	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 7 - 9 May 2020. Che...		1961 	0		RHD	Auction
N/A	ELDEN FORMULA FORD	TA1188829	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 7 - 9 May 2020. Che...		1960 	0		RHD	Auction
N/A	KURTIS 500B INDIANAPOLIS	TA1188828	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 7 - 9 May 2020. Che...	INDIANAPOLIS	1953 	0		RHD	Auction
N/A	BUICK ROADMASTER	TA1188085	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...		1911 	0		RHD	Auction
N/A	BUICK D 35	TA1188084	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...		1916 	0		RHD	Auction
Manual	TRIUMPH TR4	DIY1161471	Late model, fully restored and in perfect running order, TSSC show winner, car and chassis were s...		1964 	0		LHD	28,000
Manual	MG BGT	DIY1188617	Exceptional condition throughout having been fully restored from a solid, mainly rust free exampl...		1968 	77,000		RHD	12,500
N/A	BUICK MODEL K	TA1188081	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...		1920 	0		RHD	Auction
N/A	BUICK SERIES 23	TA1188080	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...		1923 	0		RHD	Auction
N/A	BUICK MODEL 30-68	TA1188079	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...		1923 	0		RHD	Auction
N/A	BUICK SERIES 90	TA1188078	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...		1931 	0		RHD	Auction
N/A	BUICK SERIES 60	TA1188077	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...		1931 	0		RHD	Auction
N/A	BUICK SPECIAL	TA1188076	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...		1937 	0		RHD	Auction
N/A	BUICK ROADMASTER	TA1188075	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...		1937 	0		RHD	Auction
N/A	BUICK SPECIAL SPORT PHAETON	TA1188073	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...	SPORT PHAETON	1939 	0		RHD	Auction
N/A	BUICK SUPER	TA1188072	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...		1940 	0		RHD	Auction
N/A	BUICK CENTURY	TA1188071	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...		1941 	0		RHD	Auction
N/A	BUICK ROADMASTER	TA1188070	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...		1948 	0		RHD	Auction
N/A	BUICK ROADMASTER	TA1188068	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...		1948 	0		RHD	Auction
N/A	BUICK ROADMASTER	TA1188067	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...		1948 	0		RHD	Auction
N/A	BUICK ROADMASTER	TA1188066	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...		1949 	0		RHD	Auction
N/A	BUICK ROADMASTER	TA1188065	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...		1950 	0		RHD	Auction
N/A	BUICK SKYLARK	TA1188064	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...		1953 	0		RHD	Auction
N/A	BUICK ROADMASTER	TA1188063	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...		1954 	0		RHD	Auction
N/A	BUICK ROADMASTER	TA1188061	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...		1955 	0		RHD	Auction
Manual	MG B	DIY1175034	Very original, with lots of history, very rare to find a car of this age, well maintained conditi...		1969 	41,966		RHD	12,000
Automatic	JAGUAR MARK 2	DIY1185353	All interior ok, engine fine, looks lovely, chassis all good, panels fine, needs some TLC around ...		1968 	9,266		RHD	12,000
N/A	BUICK ELECTRA 225	TA1188056	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...	225	1960 	0		RHD	Auction
N/A	BUICK RIVIERA GRAN SPORT	TA1188055	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...	GRAN SPORT	1965 	0		RHD	Auction
N/A	BUICK RIVIERA GS SPORT	TA1188053	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...	GS SPORT	1966 	0		RHD	Auction
N/A	BUICK WILDCAT	TA1188050	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...		1970 	0		RHD	Auction
N/A	BUICK RIVIERA GS SPORT	TA1188049	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...	GS SPORT	1971 	0		RHD	Auction
N/A	BUICK RIVIERA XX	TA1188048	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...	XX	1983 	0		RHD	Auction
N/A	BUICK GRAND NATIONAL	TA1188047	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Che...		1987 	0		RHD	Auction
N/A	FORD FAIRLANE	TA1186287	To Be OFFERED AT AUCTION WITHOUT RESERVE at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Sme...		1965 	0		RHD	Auction
N/A	LINCOLN CONTINENTAL	TA1185848	To Be OFFERED AT AUCTION at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. Check back soon for...		1941 	0		RHD	Auction
N/A	MERCEDES-BENZ 300 D TURBO DIESEL	TA1185047	To Be OFFERED AT AUCTION at RM Sothebys' Auburn Spring event, 8 - 9 May 2020. 3.0-liter inline fi...	D TURBO DIESEL	1984 	0		RHD	Auction
Manual	TRIUMPH TR6	TA1189267	0 Previous Owners, Finished in gleaming white complimented with contrasting period black interior...		1976 	63,000		RHD	13,950
Manual	LAND ROVER DISCOVERY	TA1186242	POLISHED METALLIC BLACK WITH CONTRASTING TAN LEATHER INTERIOR AND MAHOGANY EFFECT WOOD CAPPINGS. ...		2005 	135,000		RHD	5,250
Manual	JEEP WILLYS	TA1180820	0 Previous Owners, Finished in the correct green , complimented with guess what green period inte...		1945 	5,000		RHD	17,950
Automatic	MERCEDES-BENZ 190	TA1180271	POLISHED SIGNAL RED WITH CONTRASTING PATTERNED TAN INTERIOR. A HIGHLY ORIGINAL MERCEDES 190 E 4 S...		1991 	129,000		RHD	3,490
Manual	RENAULT CARAVELLE	TA1178365	Finished in powder blue , complimented with contrasting period black interior. a very sharp resto...		1965 	61,000		RHD	11,950
Manual	RENAULT CLIO	TA1177701	Insurance Group 39, Finished in metallic silver , complimented with contrasting period interior ,...		2002 	61,000		RHD	17,750
Automatic	LAND ROVER RANGE ROVER	TA1177694	FINISHED IN POLISHED METALLIC ZERMATT SILVER, COMPLIMENTED WITH CONTRASTING FULL EBONY BLACK LEAT...		2009 	118,000		RHD	8,750
Manual	TOYOTA RAV 4	TA1177691	2 Previous Owners, FINISHED IN METALLIC SILVER WITH CONTRASTING BLACK LEATHER INTERIOR. A SOLID E...		2007 	109,000		RHD	3,450
Manual	ROLLS-ROYCE 20/25 Limousine	DIY1168029	Excellent condition inside and out, perfect working order, bare-metal/wings off repair and respra...	Limousine	1934 	138,334		RHD	43,500
Automatic	MERCEDES-BENZ 230 TE 123 SERIES	DIY1058577	Electric blue, low mileage, beautiful condition inside and out, with sun roof, hifi sound system,...	TE 123 SERIES		111,000		RHD	9,950
N/A	LANCIA FLAVIA MILLEOTTO SEDAN	TA1190899	Very nice, beautiful 1967 Lancia Flavia Milleotto injection. Good driving, always well maintained...	MILLEOTTO SEDAN	1967 	0		Other	7,850
N/A	FORD MUSTANG	TA1190895	Very nice original restored 1966 Mustang Convertible. Good running and driving with reconditioned...		1966 	0		Other	POA
Manual	VOLVO P1800	TA1191028	We have a 1965 Volvo P1800 S 'Bull-horn' in an extremely original condition on offer. This exampl...		1965 	43,500		LHD	44,950
Manual	VOLVO AMAZON	TA1191027	We have a unique 'Amazon'available, namely a 133 GT, which was produced exclusively for the Belgi...		1969 	56,230		LHD	POA
Manual	TRIUMPH TR6	TA1191026	A lovely 1976 Triumph TR6 on offer. This example has benefitted from a restoration in the past to...		1976 	82,144		LHD	24,750
Manual	TRIUMPH TR4	TA1191025	This superbly preserved Triumph TR4 Surrey-Top was supplied to a Mr. Clark by George Willis Motor...		1964 	18,559		LHD	34,950
Manual	TRIUMPH TR4	TA1191024	A few years ago this lovely 1962 Triumph TR4 convertible was completely restored. In 2014 the eng...		1962 	25,709		LHD	31,950
Automatic	SAAB 900	TA1191023	A superbly preserved Saab 900 Classic in original condition! This car is the much loved 16V Turbo...		1988 	48,277		LHD	19,950
Automatic	ROLLS-ROYCE SILVER DAWN	TA1191022	1952 Rolls Royce Silver Dawn 4.6 Litre Four-Door with Ghia bodywork. This particular 1952 Rolls R...		1952 	37,332		LHD	139,950
Manual	RENAULT DAUPHINE	TA1191021	This unique Renault Dauphine with Gordini specs. belonged to a Renault dealer for some 20 years. ...		1965 	45,962		LHD	37,950
Automatic	PORSCHE 968	TA1191020	A fine 1992 Porsche 968 is now available. The 968 is the successor and further development to the...		1992 	208,692		LHD	21,950
Manual	PORSCHE 914	TA1191019	This Porsche 914 was supplied from new in June 1975 in Los Angles, the USA. Over three years ago ...		1975 	42,921		LHD	22,500
Manual	PORSCHE 911	TA1191018	This very fine Porsche 911 SC Targa with only an authenticated 109,000 miles on the clock, was su...		1980 	109,965		LHD	49,950
Manual	PORSCHE 911	TA1191017	Restored Porsche 911E Soft Window Targa. This is an original Soft Window Targa. '' Black plate ''...		1969 	65,657		LHD	139,000
N/A	PORSCHE 911	TA1191016	We have this marvellous 1995 Porsche 993 Carrera Tiptronic convertible, with just 65,000 miles on...		1995 	65,000		LHD	49,950
Manual	PORSCHE 911	TA1191015	This very nice Porsche 911 3.2 Carrera convertible was supplied from new by the Californian, Gard...		1984 	114,458		LHD	46,950
Manual	PORSCHE 911	TA1191014	Stunning Porsche 911 2.4 T with sunroof from 1973. Original from New Jersey, USA. A few years ago...		1973 	46,393		LHD	78,500
Manual	PORSCHE 911	TA1191013	This rare 1972 example, is one of only 989 llklappe's produced, was supplied from new by Porsche ...		1972 	21,000		LHD	89,950
Automatic	BMW M5 BMW E60 V10 M5 SMG	DIY1189161	Full BMW main dealer service history, 2 previous owners, used daily, MoT due June 2020, leather u...	BMW E60 V10 M5 SMG	2006 	45,600		RHD	19,995
Manual	PORSCHE 911 E	DIY1185177	Restored to near perfection, chassis is 100% rust free, matching numbers with COA, clean title of...	E	1971 	1,800		RHD	60,000
Automatic	MERCEDES-BENZ 300	TA1191010	Nice 1986 Mercedes Benz 300SL W107. Built in Sindelfingen and shipped to America on the 8th Novem...		1986 	64,357		LHD	39,950
Automatic	MERCEDES-BENZ 300	TA1191009	Classic Merc. at its iconic best! This particular `72 Mercedes Benz 300 SEL 3.5 V8 hails from Spa...		1972 	133,900		LHD	49,950
Manual	MERCEDES-BENZ 300	TA1191008	Gallery Aaldering is Europe's leading Classic Cars specialist since 1975! Always 300-350 Classic ...		1978 	110,000		LHD	POA
Automatic	MERCEDES-BENZ 280	TA1191007	Mercedes Benz 280 SL Automatic LHD with only 80000 Miles original, third owner car. Very nice and...		1971 	80,053		LHD	79,950
Automatic	MERCEDES-BENZ 280	TA1191006	Mercedes-Benz 280 SL Pagode from 1971 in a beautiful condition. This example has been restored an...		1971 	113,486		LHD	74,950
Automatic	MERCEDES-BENZ 280	TA1191005	Gallery Aaldering is Europe's leading Classic Cars specialist since 1975! Always 300-350 Classic ...		1970 	65,000		LHD	POA
Manual	MERCEDES-BENZ 220	TA1191004	Very beautiful 1960 Mercedes-Benz 220SE Ponton Coupe. The car has been in production for only 2 y...		1960 	68,589		LHD	69,950
Manual	MASERATI BITURBO	TA1191003	Maserati 2.0 Biturbo in a very beautiful and especially original condition. Delivered new in Ital...		1986 	31,826		LHD	31,950
Manual	LANCIA FULVIA	TA1191002	The Lancia Fulvia, the successor to the Lancia Appia, was in production from 1963 to 1976. This p...		1973 	63,500		LHD	POA
Manual	LANCIA DELTA	TA1191001	We have a lovely and exceptionally authentic Lancia Delta HF Integrale 2.0 16v AWD available. It ...		1990 	50,513		LHD	43,950
Manual	LAMBORGHINI ESPADA	TA1191000	Lamborghini Espada series 3 in a very good and original overall condition. Originally from the US...		1973 	102,000		LHD	129,950
Manual	JAGUAR XK	TA1190999	British excellence in its most elegant form. Beautiful 1951 Jaguar XK 120 FHC. This car is comple...		1951 	8,836		LHD	102,500
Manual	JAGUAR MARK V	TA1190998	1951 Jaguar Mark V Drophead Coupe LHD presented in the very best condition! Between 2014 and 2017...		1951 	43,000		LHD	POA
Manual	FORD COMETE	TA1190997	Ford Comete (Ford France) 1953.Between 1952 and 1954 Ford France produced the Comete. Designed by...		1953 	40,256		LHD	POA
Manual	FORD CAPRI	TA1190996	This very nice Ford Capri RS 2600 came of the Cologne Ford factory production line in February of...		1972 	121,896		LHD	43,950
Manual	FIAT DINO	TA1190995	We have a 1967 Fiat Dino Spider 2000 now available. Only 1,163 Spider 2.0 were ever made, so this...		1967 	81,000		LHD	148,950
Manual	FIAT 500	TA1190994	The Fiat 500 is perhaps one of the most iconic Italian cars ever produced. This example was deliv...		1970 	44,000		LHD	15,750
